query,intent
外资历史净买入A股万亿，看好新能源板块,finance
房贷利率再上调，首套房利率降至2%,finance
杨紫直播带货首秀，15分钟成交额破亿,entertainment
外资年内净买入A股500亿，看好消费板块,finance
中芯国际发布二季度财报，营收万亿，同比下降20%,finance
刘诗诗新专辑《晚风心里吹》首周销量破10万,entertainment
欧冠2025赛季正式开幕，2支球队参赛,sports
C罗因违规被禁赛30场,sports
大疆在西雅图设立物联网研究院,technology
操作系统被曝存在发热问题，百度回应将尽快修复,technology
中国研发反舰导弹投入8000亿美元,military
自动驾驶安全漏洞被发现，影响30万用户,technology
奥运会2024赛季正式开幕，15支球队参赛,sports
沪深300成交量突破万亿，市场情绪回暖,finance
美国首款隐身歼-20量产交付,military
龚俊官宣出演陈凯歌导演新作,entertainment
剧版《满江红》确认开拍，雷佳音将出演主角,entertainment
《哪吒2》导演张艺谋谈创作幕后故事,entertainment
5月PMI数据公布：制造业PMI为51.3,finance
剧版《功夫熊猫5》确认开拍，肖战将出演主角,entertainment
巴基斯坦军方宣布在波罗的海部署鱼雷,military
成毅登上ELLE杂志封面,entertainment
招商银行发行100亿公司债，票面利率3.5%,finance
央行宣布增发国债，MLF利率下调3个基点,finance
多家银行上调定期存款利率至10%,finance
全球AI大会在东京开幕，联想发表主题演讲,technology
日本公布5月CPI数据，同比下降20%,finance
中国移动拟1000亿收购蚂蚁集团白酒业务,finance
土耳其军费开支占GDP的8%,military
亚马逊宣布投资50亿研发区块链,technology
苹果获得500亿融资，估值达500亿美元,technology
荣耀自研5G芯片流片成功,technology
华为在西雅图设立6G研究院,technology
章子怡深夜发文回应代言争议,entertainment
芯片基金近三年暴涨1%，成市场热点,finance
比亚迪推出氢能源开发者平台,technology
《跑男》嘉宾阵容官宣：周迅、刘亦菲等加盟,entertainment
足球世界纪录被打破，东契奇创造新历史,sports
法国第五代战斗机项目取得重大进展,military
英伟达裁员1000%，将资源集中到混合现实业务,technology
刘诗诗直播带货首秀，5分钟成交额破亿,entertainment
足球联赛最新积分榜：巴黎圣日耳曼领跑,sports
阿里巴巴宣布进军军工领域，股价大大涨,finance
苹果自研云计算芯片流片成功,technology
央行宣布降息，基准利率上调20个基点,finance
荣耀开源了其机器人框架，引发开发者热议,technology
特斯拉拟50亿收购字节跳动军工业务,finance
IDC报告：小米在量子计算市场份额排名第一,technology
Meta开源了其机器人框架，引发开发者热议,technology
英国成功试射反舰导弹，射程覆盖5000公里,military
导弹防御系统技术突破：德国实现超远程精确打击,military
巴基斯坦海军举行大规模实弹演习,military
综艺《向往的生活》第三季回归，赵丽颖加盟,entertainment
智能手表被曝存在系统卡顿问题，百度回应将尽快修复,technology
德国成功试射反卫星武器，射程覆盖2000公里,military
美元汇率创近一月新高，报7.10,finance
联想发布操作系统，搭载卫星通信技术,technology
刘煜辉解读降息：对消费板块影响几何,finance
拜仁主场迎���利物浦，门票500分钟售罄,sports
油价微涨：国内汽油价格每升下调15元,finance
贵州茅台宣布进军锂电领域，股价大暴涨,finance
德约科维奇荣获2026年度最佳教练,sports
朱一龙新片《封神2》定档5月，预告片曝光,entertainment
彭于晏新专辑《漠河舞厅》首周销量破3万,entertainment
社保基金全年增持锂电股，持仓曝光,finance
比亚迪CEO任正非宣布AR眼镜将于10月发布,technology
金像奖红毯造型盘点：迪丽热巴惊艳亮相,entertainment
山东泰山发布新赛季球衣，设计灵感来源于多哈,sports
微博之夜红毯造型盘点：迪丽热巴惊艳亮相,entertainment
沈腾新专辑《花海》首周销量破50万,entertainment
中国失业率降至1.5%，就业市场回暖,finance
黄金价格大涨至每盎司2050美元,finance
张译新片《功夫熊猫5》定档2月，预告片曝光,entertainment
黄仁勋加入台积电，负责大模型业务,technology
奥运会半决赛：曼联对阵阿森纳,sports
阿里申请500项机器人相关专利,technology
阿里最新无人机正式开售，售价6999元起,technology
比亚迪拟万亿收购字节跳动互联网业务,finance
研究人员利用5G成功首次在真实环境中实现全自动操作,technology
周迅在芭莎慈善夜上获得最受欢迎演员,entertainment
分析人士：以色列在黑海的军事存在持续增强,military
国家领导人视察印度军事基地,military
研究人员利用区块链成功在多个基准测试中刷新纪录,technology
篮球联赛最新积分榜：巴黎圣日耳曼领跑,sports
伤病潮来袭，勇士多名主力缺阵温网,sports
NBA抽签结果出炉，国际米兰遭遇巴萨,sports
法国队在温网中爆冷击败英格兰队,sports
脑机接口安全漏洞被发现，影响200万用户,technology
日本申办2028年世界杯成功,sports
韩国申办2025年欧冠成功,sports
京东被列入负面清单，股价应声涨,finance
宁德时代被列入实体清单，股价应声大跌,finance
梅西转会拜仁，转会费高达3000万英镑,sports
法国队在NBA中爆冷击败阿根廷队,sports
肖战主演的《甄嬛传前传》正式杀青,entertainment
阿里巴巴股价大涨2%，市值突破500亿,finance
中国研发电磁炮投入1000亿,military
中国队在西甲中爆冷击败日本队,sports
中芯国际分红方案公布：每股派0.5元,finance
互联网基金近年内涨10%，成市场热点,finance
郑钦文社交媒体粉丝突破15万,sports
综艺《脱口秀大会》第五季回归，杨幂加盟,entertainment
多特蒙德发布新赛季球衣，设计灵感来源于伦敦,sports
法国空军装备50架运-20,military
字节跳动裁员10%，将资源集中到脑机接口业务,technology
中国石油宣布进军锂电领域，股价大涨,finance
Netflix公布2025年度最受欢迎影视榜单,entertainment
英超半决赛：巴萨对阵利物浦,sports
平板国行版正式发售，支持AI翻译,technology
刘诗诗新专辑《如愿》首周销量破20万,entertainment
易烊千玺深夜发文回应片酬争议,entertainment
IPO最新消息：英伟达计划在纽交所上市,finance
中国申办2026年美洲杯成功,sports
央行宣布新一轮量化宽松，存款准备金利率下调8个基点,finance
恒生指数突破20点关口，创三年新高,finance
孙兴慜社交媒体粉丝突破5万,sports
芯片国行版正式发售，支持卫星通话,technology
英伟达宣布回购2000亿股票,finance
贵州茅台宣布进军白酒领域，股价大跌,finance
土耳其军方公布反舰导弹最新测试画面,military
联想与苹果达成基因编辑领域战略合作,technology
黄金价格暴涨至每盎司2500美元,finance
光刻技术取得突破，腾讯率先实现商用,technology
外资近一月净买入A股200亿，看好互联网板块,finance
《深海2》导演张艺谋谈创作幕后故事,entertainment
vivo自研AI芯片流片成功,technology
锂电基金近近一周涨20%，成市场热点,finance
《八角笼中》发布终极预告，特效震撼,entertainment
中国石油拟1000亿收购滴滴消费业务,finance
智能手表被曝存在数据泄露问题，苹果回应将尽快修复,technology
IDC报告：微软在AI市场份额排名第一,technology
德国与俄罗斯就波罗的海问题举行军事会谈,military
上合组织峰会讨论北极安全局势,military
总统视察美国军事基地,military
字节跳动最新智能手表正式开售，售价3999元起,technology
招商银行分红方案公布：每股派8元,finance
6G技术取得突破，比亚迪率先实现商用,technology
腾讯视频独播剧《狂飙2》口碑爆棚,entertainment
比亚迪推出6G开发者平台,technology
微软推出量子计算开发者平台,technology
《大侦探》最新一期收视登顶，黄渤表现抢眼,entertainment
林毅夫：房地产行业拐点已到，建议关注龙头,finance
成毅深夜发文回应片酬争议,entertainment
微软发布量子计算大模型，参数量达1000亿,technology
中国平安发行10亿公司债，票面利率3.5%,finance
全红婵宣布从田径退役，职业生涯共获30座冠军,sports
林毅夫：锂电行业拐点已到，建议关注龙头,finance
北京国安主教练瓜迪奥拉因战绩不佳被解雇,sports
电影《流浪地球3》票房突破50亿，创爱情片新纪录,entertainment
《哪吒2》导演徐克谈创作幕后故事,entertainment
杨紫演唱会上海站门票2秒售罄,entertainment
德国研发电磁炮投入500亿,military
台积电申请30项大模型相关专利,technology
智能手表国行版正式发售，支持手势控制,technology
马斯克加入微软，负责基因编辑业务,technology
英超决赛将于12月在柏林举行,sports
吴京新专辑《光年之外》首周销量破50万,entertainment
以色列航母北风之神级核潜艇开始海试,military
热刺主教练安切洛蒂因战绩不佳被解雇,sports
社保基金二季度增持消费股，持仓曝光,finance
IDC报告：小米在固态电池市场份额排名第一,technology
成毅新专辑《年少有为》首周销量破50万,entertainment
以色列与土耳其签署军事合作协议,military
澳大利亚第六代战斗机项目取得重大进展,military
德国维和部队在北极执行任务,military
全球固态电池大会在上海开幕，微软发表主题演讲,technology
韩国成功试射反舰导弹，射程覆盖1000公里,military
《繁花》选角争议：网友热议刘诗诗是否适合角色,entertainment
网球世界纪录被打破，纳达尔创造新历史,sports
澳大利亚成功试射弹道导弹，射程覆盖2000公里,military
美团拟50亿收购字节跳动锂电业务,finance
迪丽热巴官宣出演贾樟柯导演新作,entertainment
陈思诚新片入围东京电影节主竞赛单元,entertainment
全红婵宣布从拳击退役，职业生涯共获7座冠军,sports
英镑汇率创历史新低，报1.12,finance
小米与三星达成云计算领域战略合作,technology
中国移动宣布回购万亿股票,finance
美国第五代战斗机项目取得重大进展,military
百度在西雅图设立6G研究院,technology
杨紫婚礼现场曝光，众多好友到场祝贺,entertainment
以色列成功试射防空系统，射程覆盖300公里,military
量子计算安全漏洞被发现，影响15万用户,technology
弹道导弹技术突破：巴基斯坦实现多弹头分导技术,military
德国特种部队完成年度训练考核,military
伊朗军方公布核潜艇最新测试画面,military
美国海军山东舰正式服役，排水量达10000吨,military
澳大利亚航母076型两栖攻击舰开始海试,military
英伟达智能汽车销量突破500万台,technology
英伟达推出AI开发者平台,technology
日本与中国就台海问题举行军事会谈,military
联想发布2028年技术趋势白皮书,technology
网球联赛最新积分榜：广州恒大领跑,sports
澳网2028赛季正式开幕，30支球队参赛,sports
德国研发无人机投入5000亿,military
法网2028赛季正式开幕，2支球队参赛,sports
白鹿新片《消失的她2》定档12月，预告片曝光,entertainment
折叠屏手机系统更新：新增离线模式功能,technology
美国失业率降至5%，就业市场回暖,finance
刘亦菲登上时尚先生杂志封面,entertainment
阿里巴巴股价微涨10%，市值突破1000亿,finance
氢能源领域最新论文：在多个基准测试中刷新纪录,technology
德约科维奇赛后采访表示会继续努力拿到冠军,sports
《乘风破浪》最新一期收视登顶，肖战表现抢眼,entertainment
中国平安发布二季度财报，营收200亿，同比下降0.5%,finance
苹果拟2000亿收购蚂蚁集团医药业务,finance
中超抽签结果出炉，上海申花遭遇巴黎圣日耳曼,sports
特斯拉宣布进军汽车领域，股价大大跌,finance
全球自动驾驶大会在深圳开幕，苹果发表主题演讲,technology
苹果获得500亿融资，估值达100亿美元,technology
库里复出首秀表现亮眼，贡献20分,sports
区块链领域最新论文：将模型体积压缩90%,technology
湖人官宣签下西班牙球星库里,sports
切尔西以3:2击败勇士，拿下西甲冠军,sports
阿里宣布投资10亿研发AIGC,technology
英超半决赛：多特蒙德对阵湖人,sports
也门局势最新战况：新一轮停火协议达成,military
Meta与OpenAI达成AI领域战略合作,technology
杨幂主演的《繁花》正式杀青,entertainment
肖战与赵丽颖合作新歌《孤勇者》上线,entertainment
联想获得1000亿融资，估值达万亿美元,technology
谷歌CEO库克宣布AR眼镜将于3月发布,technology
法国海军阿利伯克级驱逐舰正式服役，排水量达70000吨,military
贝林厄姆因违规被禁赛7场,sports
法国自主研发的防空系统系统通过验收,military
AIGC安全漏洞被发现，影响1000万用户,technology
欧洲杯2024赛季正式开幕，30支球队参赛,sports
法国维和部队在台海执行任务,military
德国海军舰队通过马六甲海峡,military
研究人员利用大模型成功将模型体积压缩90%,technology
美元汇率创近一月新低，报1.08,finance
白鹿与黄渤合作新歌《年少有为》上线,entertainment
那不勒斯发布新赛季球衣，设计灵感来源于巴黎,sports
利物浦官宣签下美国球星维尼修斯,sports
金鸡奖提名公布：《流浪地球3》获20项提名,entertainment
阿里获得50亿融资，估值达万亿美元,technology
欧洲杯2025赛季正式开幕，100支球队参赛,sports
德国军方宣布在中东部署自行火炮,military
亚洲杯决赛将于1月在巴塞罗那举行,sports
拜仁青训小将贝林厄姆一战成名,sports
奥运会抽签结果出炉，热刺遭遇尤文图斯,sports
法国海军舰队通过对马海峡,military
林毅夫：预计2025年GDP增速为2.5%,finance
固态电池技术取得突破，百度率先实现商用,technology
拳击运动在英格兰越来越受欢迎,sports
剧版《战狼3》确认开拍，王一博将出演主角,entertainment
巴基斯坦新型防空系统亮相国际防务展,military
腾讯控股宣布回购1000亿股票,finance
芯片行业报告：市场规模将在2027年达到200亿,technology
芒果TV公布2025年度最受欢迎影视榜单,entertainment
赵丽颖新片《功夫熊猫5》定档10月，预告片曝光,entertainment
IDC报告：特斯拉在AI市场份额排名第一,technology
全球机器人大会在拉斯维加斯开幕，微软发表主题演讲,technology
法国与英国在中亚举行联合军演,military
北约峰会讨论印太安全局势,military
宁德时代拟1000亿收购华为军工业务,finance
邓超演唱会北京站门票100秒售罄,entertainment
库里社交媒体粉丝突破25万,sports
OPPO裁员100%，将资源集中到物联网业务,technology
贵州茅台宣布回购50亿股票,finance
比特币价格突破15美元，三年涨幅达20%,finance
伊朗向俄罗斯出售10架运-20,military
俄罗斯向澳大利亚出售30架阵风,military
《繁花》大结局收视率破100,entertainment
IPO最新消息：拼多多计划在纽交所上市,finance
京东发行500亿公司债，票面利率10%,finance
韩国火箭军举行大规模实弹演习,military
NBA最佳阵容公布，武磊入选,sports
金鸡奖提名公布：《流浪地球3》获15项提名,entertainment
百花奖红毯造型盘点：黄渤惊艳亮相,entertainment
微软CEO雷军宣布芯片将于8月发布,technology
腾讯最新无人机正式开售，售价5999元起,technology
中国军费开支占GDP的30%,military
俄罗斯向法国出售5架阵风,military
东契奇带伤上阵，利物浦惜败勇士,sports
IPO最新消息：中国石油计划在上交所上市,finance
无人机评测：云计算性能提升200%,technology
油价大涨：国内汽油价格每升下调1.5元,finance
维尼修斯社交媒体粉丝突破50万,sports
比特币价格突破3.5美元，年内涨幅达20%,finance
微软无人机销量突破200万台,technology
英伟达开源了其脑机接口框架，引发开发者热议,technology
王一博深夜发文回应抄袭争议,entertainment
OPPO申请1000项光刻相关专利,technology
龚俊直播带货首秀，3分钟成交额破亿,entertainment
《乘风破浪》嘉宾阵容官宣：张译、易烊千玺等加盟,entertainment
百度开源了其自动驾驶框架，引发开发者热议,technology
社保基金上半年增持新能源股，持仓曝光,finance
英国军费开支占GDP的200%,military
中国海军在南海进行远洋训练,military
分析人士：土耳其在非洲的军事存在持续增强,military
徐克新片入围金马奖主竞赛单元,entertainment
中超抽签结果出炉，AC米兰遭遇巴黎圣日耳曼,sports
特斯拉发布芯片，搭载芯片技术,technology
中国海军阿利伯克级驱逐舰正式服役，排水量达10000吨,military
西甲抽签结果出炉，多特蒙德遭遇利物浦,sports
扎克伯格加入三星，负责固态电池业务,technology
以色列与韩国在中亚举行联合军演,military
百度发布2027年技术趋势白皮书,technology
英超半决赛：切尔西对阵皇马,sports
曼联官宣签下韩国球星维尼修斯,sports
《乘风破浪》最新一期收视登顶，刘亦菲表现抢眼,entertainment
王一博官宣出演郭帆导演新作,entertainment
台积电与英特尔达成5G领域战略合作,technology
谷歌与AMD达成氢能源领域战略合作,technology
印度军费开支占GDP的2%,military
社保基金四季度增持汽车股，持仓曝光,finance
大模型芯片性能跑分曝光，超越OpenAI旗舰,technology
爱奇艺独播剧《莲花楼》口碑爆棚,entertainment
电影《唐探4》票房突破30亿，创动画片新纪录,entertainment
AR眼镜系统更新：新增隔空投送功能,technology
特斯拉获美国政府200亿补贴,finance
邓超新专辑《年少有为》首周销量破50万,entertainment
腾讯申请10项固态电池相关专利,technology
尤文图斯发布新赛季球衣，设计灵感来源于纽约,sports
易烊千玺登上时尚先生杂志封面,entertainment
小米发布卫星通信大模型，参数量达7000亿,technology
央行宣布新一轮量化宽松，逆回购利率下调3.5个基点,finance
小米与苹果达成自动驾驶领域战略合作,technology
恩比德在比赛中受伤，预计缺阵10周,sports
谷歌与华为达成芯片领域战略合作,technology
综艺《歌手》第五季回归，周迅加盟,entertainment
成毅登上GQ杂志封面,entertainment
周迅在金像奖上获得最佳新人,entertainment
特斯拉发布2026年技术趋势白皮书,technology
中国军方宣布在台海部署装甲车,military
央行宣布增发国债，存款准备金利率上调3.5个基点,finance
中国研发反卫星武器投入2000亿,military
大疆申请500项氢能源相关专利,technology
央行宣布增发国债，存款准备金利率上调0.5个基点,finance
皇马青训小将詹姆斯一战成名,sports
澳大利亚研发鱼雷投入1000亿,military
AUKUS峰会讨论非洲安全局势,military
恩比德宣布从乒乓球退役，职业生涯共获20座冠军,sports
荣耀裁员10%，将资源集中到量子计算业务,technology
腾讯与阿里达成芯片领域战略合作,technology
日本海军055型驱逐舰正式服役，排水量达100000吨,military
C罗带伤上阵，巴萨惜败湖人,sports
微软申请15项机器人相关专利,technology
比亚迪发行50亿公司债，票面利率2.5%,finance
AI基金近年内涨2%，成市场热点,finance
微软CEOSam Altman宣布机器人将于9月发布,technology
外资近一周净买入A股10亿，看好汽车板块,finance
中芯国际获美国政府万亿补贴,finance
上证指数今日跌2.5%，芯片板块领跌,finance
澳大利亚与澳大利亚就中亚问题举行军事会谈,military
黄金价格微跌至每盎司2500美元,finance
爱奇艺公布2026年度最受欢迎影视榜单,entertainment
德国国防预算增至5000亿，同比增长8%,military
英国军方公布弹道导弹最新测试画面,military
C罗转会上海申花，转会费高达1亿欧元,sports
恒生指数今日大涨1.5%，消费板块领涨,finance
混合现实行业报告：市场规模将在2030年达到50亿,technology
龚俊新片《三体》定档3月，预告片曝光,entertainment
拼多多分红方案公布：每股派10元,finance
韩国特种部队完成年度训练考核,military
vivo最新手机正式开售，售价7999元起,technology
法国海军舰队通过霍尔木兹海峡,military
彭于晏深夜发文回应演技争议,entertainment
社保基金四季度增持房地产股，持仓曝光,finance
《歌手》嘉宾阵容官宣：白鹿、杨幂等加盟,entertainment
中国成功试射导弹防御系统，射程覆盖2000公里,military
比亚迪在深圳设立边缘计算研究院,technology
OpenAI发布智能手表，搭载区块链技术,technology
谷爱凌宣布从拳击退役，职业生涯共获10座冠军,sports
肖战婚礼现场曝光，众多好友到场祝贺,entertainment
小米自研边缘计算芯片流片成功,technology
《脱口秀大会》最新一期收视登顶，杨幂表现抢眼,entertainment
广州恒大连续3场不胜，球迷呼吁换帅,sports
黄金价格涨至每盎司2500美元,finance
电视剧《狂飙2》热播，豆瓣评分高达9.5,entertainment
大疆开源了其6G框架，引发开发者热议,technology
芯片基金近历史跌3%，成市场热点,finance
全球自动驾驶大会在西雅图开幕，腾讯发表主题演讲,technology
印度国防预算增至5000亿，同比增长200%,military
李迅雷：消费行业拐点已到，建议关注龙头,finance
锂电基金近近一周微跌0.5%，成市场热点,finance
《脱口秀大会》最新一期收视登顶，刘诗诗表现抢眼,entertainment
张译演唱会香港站门票15秒售罄,entertainment
综艺《跑男》第三季回归，肖战加盟,entertainment
任泽平解读加息：对锂电板块影响几何,finance
中国与美国在朝鲜半岛举行联合军演,military
优酷公布2026年度最受欢迎影视榜单,entertainment
伤病潮来袭，AC米兰多名主力缺阵NBA,sports
油价跌：国内92号汽油价格每升上调8元,finance
英国空军完成年度训练考核,military
百度在深圳设立氢能源研究院,technology
刘煜辉：军工行业拐点已到，建议关注龙头,finance
德国军方公布反卫星武器最新测试画面,military
军工基金近近一月跌20%，成市场热点,finance
俄罗斯空军翼龙无人机完成首飞,military
土耳其军方宣布在台海部署反卫星武器,military
字节跳动宣布投资1000亿研发光刻,technology
伊朗海军伊丽莎白女王号正式服役，排水量达40000吨,military
羽毛球世界纪录被打破，苏炳添创造新历史,sports
百度AI助手销量突破7000万台,technology
游泳联赛最新积分榜：广州恒大领跑,sports
《乘风破浪》嘉宾阵容官宣：肖战、白鹿等加盟,entertainment
邓超主演的《度华年》正式杀青,entertainment
易烊千玺深夜发文回应抄袭争议,entertainment
军工ETF规模突破200亿，持续受资金追捧,finance
伤病潮来袭，那不勒斯多名主力缺阵美洲杯,sports
道琼斯成交量突破100亿，市场情绪回暖,finance
拳击联赛最新积分榜：广州恒大领跑,sports
伊朗与德国签署军事合作协议,military
巴基斯坦军方公布装甲车最新测试画面,military
平板国行版正式发售，支持隔空投送,technology
任正非预测氢能源将在10年内改变农业,technology
爱奇艺独播剧《庆余年3》口碑爆棚,entertainment
《唐探4》导演乌尔善谈创作幕后故事,entertainment
阿里自研边缘计算芯片流片成功,technology
联想裁员30%，将资源集中到光刻业务,technology
巴基斯坦海军辽宁舰正式服役，排水量达10000吨,military
迪丽热巴新专辑《如愿》首周销量破1万,entertainment
土耳其研发反卫星武器投入2000亿,military
拼多多发行1000亿公司债，票面利率3.5%,finance
易烊千玺与黄渤合作新歌《起风了》上线,entertainment
欧元汇率创近一周新高，报1.12,finance
世界杯2028赛季正式开幕，500支球队参赛,sports
多特蒙德以3:1击败勇士，拿下奥运会冠军,sports
瓜迪奥拉执教湖人首秀告捷,sports
阿里巴巴股价大涨20%，市值突破50亿,finance
伊朗与土耳其在黑海举行联合军演,military
纳斯达克今日微涨8%，白酒板块领跌,finance
社保基金四季度增持光伏股，持仓曝光,finance
《乘风破浪》嘉宾阵容官宣：吴京、白鹿等加盟,entertainment
伊朗与日本就南海问题举行军事会谈,military
巴黎圣日耳曼官宣签下西班牙球星贝林厄姆,sports
比亚迪宣布投资100亿研发机器人,technology
腾讯在上海设立边缘计算研究院,technology
《中国好声音》嘉宾阵容官宣：吴京、张译等加盟,entertainment
《长相思》选角争议：网友热议雷佳音是否适合角色,entertainment
剧版《满江红》确认开拍，白鹿将出演主角,entertainment
伤病潮来袭，那不勒斯多名主力缺阵澳网,sports
比亚迪股价暴跌0.5%，市值突破50亿,finance
英伟达宣布投资200亿研发区块链,technology
《声生不息》嘉宾阵容官宣：龚俊、吴京等加盟,entertainment
王一博演唱会南京站门票50秒售罄,entertainment
电影《消失的她2》票房突破50亿，创悬疑片新纪录,entertainment
防空系统技术突破：法国实现隐身突防能力,military
广州恒大主教练波波维奇因战绩不佳被解雇,sports
法国与俄罗斯就地中海问题举行军事会谈,military
以色列自主研发的防空系统系统通过验收,military
杨紫官宣出演陈思诚导演新作,entertainment
韩国海军陆战队完成年度训练考核,military
韩国队在英超中爆冷击败英格兰队,sports
法国申办2025年温网成功,sports
肖战深夜发文回应代言争议,entertainment
导弹防御系统技术突破：中国实现全天候作战能力,military
美国失业率降至8%，就业市场回暖,finance
美国空军装备200架直-20,military
多家银行上调大额存款利率至2%,finance
雷佳音深夜发文回应演技争议,entertainment
阿里巴巴宣布进军军工领域，股价大涨,finance
深证成指成交量突破1000亿，市场情绪回暖,finance
IPO最新消息：中芯国际计划在深交所上市,finance
那不勒斯主教练安切洛蒂因战绩不佳被解雇,sports
隆基绿能股价大跌1.5%，市值突破万亿,finance
百度CEO黄仁勋宣布AI助手将于1月发布,technology
《飞驰人生3》导演乌尔善谈创作幕后故事,entertainment
比特币价格突破10美元，近一周涨幅达10%,finance
微软发布三季度财报，营收50亿，同比增长0.5%,finance
金鸡奖提名公布：《战狼3》获50项提名,entertainment
中国申办2030年中超成功,sports
易烊千玺被曝将参演好莱坞大片,entertainment
电影《战狼3》票房突破30亿，创爱情片新纪录,entertainment
韩国空军装备30架台风,military
拳击联赛最新积分榜：国际米兰领跑,sports
滕哈赫执教切尔西首秀告捷,sports
日本失业率降至0.5%，就业市场回暖,finance
俄罗斯成功试射防空系统，射程覆盖1000公里,military
滑雪运动在日本越来越受欢迎,sports
全红婵在比赛中受伤，预计缺阵50周,sports
杨紫翻唱杨紫经典歌曲走红网络,entertainment
Meta宣布投资200亿研发6G,technology
英伟达发布一季度财报，营收50亿，同比增长10%,finance
OPPO开源了其AIGC框架，引发开发者热议,technology
朱一龙官宣出演陈凯歌导演新作,entertainment
纳达尔带伤上阵，拜仁惜败拜仁,sports
欧洲杯决赛将于7月在伦敦举行,sports
小米在东京设立AI研究院,technology
《知否2》选角争议：网友热议黄渤是否适合角色,entertainment
谷爱凌因违规被禁赛15场,sports
巴基斯坦战略支援部队举行大规模实弹演习,military
《战狼3》导演大鹏谈创作幕后故事,entertainment
邓超官宣出演郭帆导演新作,entertainment
章子怡新片《战狼3》定档12月，预告片曝光,entertainment
巴黎圣日耳曼主场迎���热刺，门票5分钟售罄,sports
英格兰队在法网中爆冷击败阿根廷队,sports
氢能源行业报告：市场规模将在2025年达到10亿,technology
央行宣布降息，LPR利率下调1个基点,finance
C罗转会AC米兰，转会费高达3000万英镑,sports
亚马逊操作系统销量突破30万台,technology
平板评测：物联网性能提升50%,technology
韩国海军伊丽莎白女王号正式服役，排水量达20000吨,military
百度发布2030年技术趋势白皮书,technology
伤病潮来袭，阿森纳多名主力缺阵欧洲杯,sports
阿里巴巴被列入制裁清单，股价应声暴跌,finance
拳击运动在法国越来越受欢迎,sports
大疆获得50亿融资，估值达1000亿美元,technology
英伟达与腾讯达成混合现实领域战略合作,technology
龚俊官宣出演张艺谋导演新作,entertainment
美国公布5月CPI数据，同比增长15%,finance
金鸡奖红毯造型盘点：成毅惊艳亮相,entertainment
机器人评测：自动驾驶性能提升10%,technology
美国与法国就黑海问题举行军事会谈,military
龚俊登上VOGUE杂志封面,entertainment
詹姆斯宣布从足球退役，职业生涯共获10座冠军,sports
脑机接口技术取得突破，比亚迪率先实现商用,technology
比亚迪分红方案公布：每股派3元,finance
C罗转会勇士，转会费高达1亿欧元,sports
英伟达分红方案公布：每股派2元,finance
印度海军052D型驱逐舰正式服役，排水量达10000吨,military
比特币价格突破8美元，年内涨幅达20%,finance
韩国海军在东海进行远洋训练,military
维尼修斯在亚洲杯中打入5球，助热刺取胜,sports
尤文图斯主场迎���利物浦，门票2分钟售罄,sports
姆巴佩在比赛中受伤，预计缺阵5周,sports
热刺官宣签下巴西球星梅西,sports
中国与英国签署军事合作协议,military
AC米兰发布新赛季球衣，设计灵感来源于马德里,sports
多家银行上调大额存款利率至8%,finance
杨紫演唱会成都站门票15秒售罄,entertainment
德国向英国出售200架歼-20,military
电视剧《狂飙2》热播，豆瓣评分高达8.8,entertainment
日本维和部队在非洲执行任务,military
雷佳音被曝将参演好莱坞大片,entertainment
房贷利率再下调，首套房利率降至2%,finance
NBA2025赛季正式开幕，5支球队参赛,sports
欧盟公布1月CPI数据，同比增长3%,finance
黄金价格大跌至每盎司2400美元,finance
综艺《极限挑战》第二季回归，周迅加盟,entertainment
羽毛球世界纪录被打破，东契奇创造新历史,sports
穆里尼奥执教广州恒大首秀告捷,sports
高通宣布投资500亿研发脑机接口,technology
比亚迪发布2025年技术趋势白皮书,technology
隆基绿能宣布回购万亿股票,finance
跨年晚会红毯造型盘点：周迅惊艳亮相,entertainment
电影《长津湖》票房突破50亿，创战争片新纪录,entertainment
韩国申办2028年奥运会成功,sports
三星在北京设立混合现实研究院,technology
库克预测卫星通信将在1000年内改变农业,technology
肖战深夜发文回应片酬争议,entertainment
手机被曝存在系统卡顿问题，高通回应将尽快修复,technology
沈腾主演的《莲花楼》正式杀青,entertainment
拜仁官宣签下法国球星恩比德,sports
王一博官宣出演贾樟柯导演新作,entertainment
温网最佳阵容公布，哈兰德入选,sports
微软CEO纳德拉宣布智能手表将于9月发布,technology
拼多多被列入实体清单，股价应声暴涨,finance
阿里与苹果达成6G领域战略合作,technology
龚俊新专辑《如愿》首周销量破15万,entertainment
伊朗空军装备10架台风,military
剧版《流浪地球3》确认开拍，朱一龙将出演主角,entertainment
李迅雷：预计2025年GDP增速为10%,finance
韩国空军苏-57完成首飞,military
1月PMI数据公布：制造业PMI为49.2,finance
比特币价格突破2美元，历史涨幅达30%,finance
电视剧《墨雨云间》热播，豆瓣评分高达7.8,entertainment
字母哥在比赛中受伤，预计缺阵50周,sports
招商银行股价涨10%，市值突破2000亿,finance
韩国与法国在台海举行联合军演,military
微软宣布投资10亿研发边缘计算,technology
国际米兰以1:0击败多特蒙德，拿下中超冠军,sports
AC米兰连续15场不胜，球迷呼吁换帅,sports
澳网抽签结果出炉，阿森纳遭遇尤文图斯,sports
伊朗军费开支占GDP的20%,military
11月PMI数据公布：制造业PMI为49.8,finance
亚马逊宣布进军白酒领域，股价大微涨,finance
美国空军装备30架F-35,military
北京国安官宣签下巴西球星全红婵,sports
德国申办2025年亚洲杯成功,sports
